V1	V2	V3	V4	V5	V6	V7
6360	sbi00230	Purine metabolism 	Sb09g006040	Sobic.009G072000	purM	K01933	EC:6.3.3.1
6361	sbi00561	Glycerolipid metabolism 	Sb09g006110	Sobic.009G072700	DGAT1	K11155	EC:2.3.1.20 2.3.1.75 2.3.1.76
6362	sbi00905	Brassinosteroid biosynthesis 	Sb09g006260	Sobic.009G074300	CYP90D2	K09589	EC:1.14.-.-
6363	sbi03010	Ribosome 	Sb09g006420	Sobic.009G076400	RP-L17e	K02880	-
6364	sbi03010	Ribosome 	Sb09g006460	Sobic.009G077200	RP-L11e	K02868	-
6365	sbi00510	N-Glycan biosynthesis 	Sb09g006500	Sobic.009G077600	MAN1	K01230	EC:3.2.1.113
6366	sbi04141	Protein processing in endoplasmic reticulum 	Sb09g006500	Sobic.009G077600	MAN1	K01230	EC:3.2.1.113
6367	sbi04075	Plant hormone signal transduction 	Sb09g006700	Sobic.009G080200	PYL	K14496	-
6368	sbi04626	Plant-pathogen interaction 	Sb09g007360	Sobic.009G083600	CML	K13448	-
6369	sbi00270	Cysteine and methionine metabolism 	Sb09g007390	Sobic.009G083900	DNMT1	K00558	EC:2.1.1.37
6370	sbi04145	Phagosome 	Sb09g007420	Sobic.009G084100	RAC1	K04392	-
6371	sbi00620	Pyruvate metabolism 	Sb09g007910	Sobic.009G085200	GLO1	K01759	EC:4.4.1.5
6374	sbi04120	Ubiquitin mediated proteolysis 	Sb09g007960	Sobic.009G086200	UBE2O	K10581	EC:6.3.2.19
6375	sbi03030	DNA replication 	Sb09g008010	Sobic.009G087000	MCM6	K02542	EC:3.6.4.12
6377	sbi00520	Amino sugar and nucleotide sugar metabolism 	Sb09g008220	Sobic.009G089200	RHM	K12450	EC:4.2.1.76
6378	sbi04144	Endocytosis 	Sb09g008430	Sobic.009G089700	RAB11A	K07904	-
6379	sbi04146	Peroxisome 	Sb09g011450	Sobic.009G093200	SOD2	K04564	EC:1.15.1.1
6381	sbi03010	Ribosome 	Sb09g016170	Sobic.009G101700	RP-S7e	K02993	-
6382	sbi00511	Other glycan degradation 	Sb09g016230	Sobic.009G102300	E3.2.1.96	K01227	EC:3.2.1.96
6383	sbi03013	RNA transport 	Sb09g016470	Sobic.009G102900	KPNB1	K14293	-
6384	sbi00860	Porphyrin and chlorophyll metabolism 	Sb09g016840	Sobic.009G104700	chlG	K04040	EC:2.5.1.62
6385	sbi00230	Purine metabolism 	Sb09g016850	Sobic.009G104800	AMPD	K01490	EC:3.5.4.6
6387	sbi03010	Ribosome 	Sb09g017150	Sobic.009G105700	RP-L29e	K02905	-
6388	sbi00900	Terpenoid backbone biosynthesis 	Sb09g017520	Sobic.009G108400	RCE1	K08658	EC:3.4.22.-
6699	sbi00350	Tyrosine metabolism 	Sb10g000360	Sobic.010G001600	HGD	K00451	EC:1.13.11.5
6704	sbi00970	Aminoacyl-tRNA biosynthesis 	Sb10g000400	Sobic.010G002000	glyQS	K14164	EC:6.1.1.14
6705	sbi03018	RNA degradation 	Sb10g000500	Sobic.010G003400	MTR4	K12598	EC:3.6.4.13
6707	sbi03040	Spliceosome 	Sb10g000650	Sobic.010G004900	CWC15	K12863	-
6708	sbi03010	Ribosome 	Sb10g000700	Sobic.010G005300	RP-L9e	K02940	-
6710	sbi03008	Ribosome biogenesis in eukaryotes 	Sb10g000870	Sobic.010G007100	RIX7	K14571	-
